date,market_id,channel,sessions,quote_starts,bookings,media_spend,tracking_quality_pct
2026-02-19,M017,Organic Search,998,140,31,330,95.1
2026-02-19,M017,Direct,5531,719,230,393,83.8
2026-02-19,M017,Email,2351,494,109,706,79.9
2026-02-19,M017,Affiliate,4031,685,171,163,83.3
2026-02-19,M018,Paid Search,1150,138,35,4181,98.5
2026-02-19,M018,Organic Search,5387,862,319,600,90.1
2026-02-19,M018,Direct,5743,919,322,720,98.4
2026-02-19,M018,Email,2400,336,77,521,80.4
2026-02-19,M018,Affiliate,1090,185,50,373,94.5
2026-02-19,M019,Paid Search,572,92,20,5009,95.0
2026-02-19,M019,Organic Search,5248,472,99,502,91.5
2026-02-19,M019,Direct,2867,373,104,94,79.2
2026-02-19,M019,Email,5684,682,164,629,79.1
2026-02-19,M019,Affiliate,5348,481,149,545,85.6
2026-02-19,M020,Paid Search,1204,169,35,3249,85.1
2026-02-19,M020,Organic Search,5491,1043,323,158,78.4
2026-02-19,M020,Direct,765,69,23,729,97.4
2026-02-19,M020,Email,2555,256,51,328,79.2
2026-02-19,M020,Affiliate,1214,158,49,105,82.6
2026-02-20,M001,Paid Search,3579,537,220,7995,89.5
2026-02-20,M001,Organic Search,5853,702,267,429,87.8
2026-02-20,M001,Direct,1378,165,59,391,87.9
2026-02-20,M001,Email,2734,574,132,751,83.4
2026-02-20,M001,Affiliate,5786,752,286,300,88.6
2026-02-20,M002,Paid Search,776,140,52,6096,79.1
2026-02-20,M002,Organic Search,4086,776,318,534,96.4
2026-02-20,M002,Direct,2966,297,116,840,84.1
2026-02-20,M002,Email,4807,913,356,82,80.1
2026-02-20,M002,Affiliate,1350,176,53,707,88.3
2026-02-20,M003,Paid Search,4643,557,189,6616,84.8
2026-02-20,M003,Organic Search,1553,140,31,432,83.4
2026-02-20,M003,Direct,6238,811,251,235,85.3
2026-02-20,M003,Email,715,107,29,201,82.9
2026-02-20,M003,Affiliate,1977,297,116,354,89.2
2026-02-20,M004,Paid Search,3781,378,79,1054,81.9
2026-02-20,M004,Organic Search,3395,475,143,634,84.4
2026-02-20,M004,Direct,895,179,45,731,81.1
2026-02-20,M004,Email,5664,736,184,383,88.9
2026-02-20,M004,Affiliate,6678,1202,445,506,86.0
2026-02-20,M005,Paid Search,1550,248,99,1816,91.4
2026-02-20,M005,Organic Search,3033,364,69,28,90.9
2026-02-20,M005,Direct,6706,536,198,785,83.2
2026-02-20,M005,Email,6084,1217,353,304,96.3
2026-02-20,M005,Affiliate,990,99,19,719,85.3
2026-02-20,M006,Paid Search,1992,219,48,2406,98.8
2026-02-20,M006,Organic Search,2537,254,74,236,91.8
2026-02-20,M006,Direct,3692,738,221,362,80.7
2026-02-20,M006,Email,5235,995,328,607,93.5
2026-02-20,M006,Affiliate,5669,624,162,761,91.6
2026-02-20,M007,Paid Search,5036,906,353,1257,95.6
2026-02-20,M007,Organic Search,1531,138,47,608,89.1
2026-02-20,M007,Direct,947,208,73,643,98.2
2026-02-20,M007,Email,6555,524,131,84,82.2
2026-02-20,M007,Affiliate,2585,543,212,704,83.7
2026-02-20,M008,Paid Search,6756,743,193,3833,81.7
2026-02-20,M008,Organic Search,6236,1247,412,144,93.1
2026-02-20,M008,Direct,3545,744,275,203,89.9
2026-02-20,M008,Email,4062,609,171,296,85.8
2026-02-20,M008,Affiliate,3827,689,234,351,97.9
2026-02-20,M009,Paid Search,2279,387,124,4885,97.5
2026-02-20,M009,Organic Search,4888,587,194,155,98.8
2026-02-20,M009,Direct,4176,710,277,635,93.8
2026-02-20,M009,Email,1351,216,67,251,97.7
2026-02-20,M009,Affiliate,3579,680,231,690,87.1
2026-02-20,M010,Paid Search,5660,849,195,909,82.4
2026-02-20,M010,Organic Search,1430,200,80,649,97.5
2026-02-20,M010,Direct,6016,602,175,538,93.1
2026-02-20,M010,Email,4149,498,194,426,81.1
2026-02-20,M010,Affiliate,2277,387,81,13,85.0
2026-02-20,M011,Paid Search,5966,955,201,607,86.6
2026-02-20,M011,Organic Search,511,66,17,11,97.5
2026-02-20,M011,Direct,4334,693,208,296,80.1
2026-02-20,M011,Email,7051,705,197,429,81.3
2026-02-20,M011,Affiliate,3228,323,84,111,86.4
2026-02-20,M012,Paid Search,4019,402,80,5830,83.7
2026-02-20,M012,Organic Search,667,100,36,567,84.2
2026-02-20,M012,Direct,7190,1007,191,397,98.7
2026-02-20,M012,Email,3061,673,148,175,89.2
2026-02-20,M012,Affiliate,5277,686,240,294,97.1
2026-02-20,M013,Paid Search,5116,921,249,1129,87.9
2026-02-20,M013,Organic Search,3359,571,120,550,81.3
2026-02-20,M013,Direct,1798,198,46,319,85.7
2026-02-20,M013,Email,5403,1081,303,757,92.7
2026-02-20,M013,Affiliate,6475,777,287,129,98.8
2026-02-20,M014,Paid Search,1338,161,40,5632,95.8
2026-02-20,M014,Organic Search,3852,655,164,900,89.9
2026-02-20,M014,Direct,4400,352,102,788,97.3
2026-02-20,M014,Email,4386,921,249,109,90.1
2026-02-20,M014,Affiliate,760,76,21,493,96.5
2026-02-20,M015,Paid Search,1218,256,108,6109,78.4
2026-02-20,M015,Organic Search,3126,438,162,558,86.1
2026-02-20,M015,Direct,5134,513,210,645,90.1
2026-02-20,M015,Email,6345,825,338,848,90.6
2026-02-20,M015,Affiliate,6777,1355,352,229,84.1
2026-02-20,M016,Paid Search,6522,1239,322,5428,78.8
2026-02-20,M016,Organic Search,5050,1061,223,766,98.8
2026-02-20,M016,Direct,996,149,31,101,98.9
2026-02-20,M016,Email,2707,514,154,795,81.3
2026-02-20,M016,Affiliate,2029,325,68,557,88.1
2026-02-20,M017,Paid Search,2561,384,100,1663,87.1
2026-02-20,M017,Organic Search,4025,845,338,744,92.6
2026-02-20,M017,Direct,4492,853,247,159,80.8
2026-02-20,M017,Email,3589,395,103,306,78.3
2026-02-20,M017,Affiliate,598,60,12,10,93.1
2026-02-20,M018,Paid Search,2026,324,136,1446,88.9
2026-02-20,M018,Organic Search,3959,633,139,876,83.2
2026-02-20,M018,Direct,3552,604,187,159,81.2
2026-02-20,M018,Email,3255,423,165,522,96.1
2026-02-20,M018,Affiliate,521,99,42,842,91.2
2026-02-20,M019,Paid Search,1981,178,46,7622,87.9
2026-02-20,M019,Organic Search,501,70,29,874,92.2
2026-02-20,M019,Direct,5552,999,340,615,89.9
2026-02-20,M019,Email,778,109,38,143,89.4
2026-02-20,M019,Affiliate,5634,563,191,96,89.3
2026-02-20,M020,Paid Search,2691,431,168,1754,92.2
2026-02-20,M020,Organic Search,3825,497,154,628,89.3
2026-02-20,M020,Direct,4803,1009,272,283,89.4
2026-02-20,M020,Email,1322,251,98,427,79.4
2026-02-20,M020,Affiliate,2998,480,197,287,82.0
2026-02-21,M001,Paid Search,1948,214,58,1024,81.7
2026-02-21,M001,Organic Search,4768,811,276,51,82.4
2026-02-21,M001,Direct,4786,957,230,130,83.2
2026-02-21,M001,Email,3937,512,210,686,85.0
2026-02-21,M001,Affiliate,3812,419,80,515,88.9
2026-02-21,M002,Paid Search,2525,227,57,3286,80.7
2026-02-21,M002,Organic Search,7136,999,300,733,88.5
2026-02-21,M002,Direct,4278,428,98,537,79.8
2026-02-21,M002,Email,4373,525,105,900,88.6
2026-02-21,M002,Affiliate,5318,425,132,671,78.5
2026-02-21,M003,Paid Search,2201,352,120,6627,94.9
2026-02-21,M003,Organic Search,2197,373,138,434,79.9
2026-02-21,M003,Direct,6815,750,165,389,95.1
2026-02-21,M003,Email,6239,998,409,236,95.7
2026-02-21,M003,Affiliate,5451,1090,229,397,92.9
2026-02-21,M004,Paid Search,4101,697,139,1552,80.7
2026-02-21,M004,Organic Search,545,76,24,414,98.7
2026-02-21,M004,Direct,6895,1241,459,728,88.6
2026-02-21,M004,Email,3418,547,164,11,81.2
2026-02-21,M004,Affiliate,2955,384,111,9,81.1
2026-02-21,M005,Paid Search,5152,567,193,2189,88.9
2026-02-21,M005,Organic Search,6475,648,130,102,87.5
2026-02-21,M005,Direct,3744,786,267,159,90.3
2026-02-21,M005,Email,6372,637,268,70,98.9
2026-02-21,M005,Affiliate,3695,739,222,596,81.2
2026-02-21,M006,Paid Search,4551,1001,380,4803,80.1
2026-02-21,M006,Organic Search,6660,999,220,662,80.6
2026-02-21,M006,Direct,661,73,28,259,83.2
2026-02-21,M006,Email,2078,229,78,808,88.9
2026-02-21,M006,Affiliate,5922,770,200,402,96.4
2026-02-21,M007,Paid Search,3896,584,216,2836,90.8
2026-02-21,M007,Organic Search,1970,177,42,255,94.0
2026-02-21,M007,Direct,739,140,41,120,96.7
2026-02-21,M007,Email,3975,835,184,572,87.5
2026-02-21,M007,Affiliate,4698,893,259,816,96.2
2026-02-21,M008,Paid Search,3109,529,127,5109,95.6
2026-02-21,M008,Organic Search,4046,526,179,656,93.5
2026-02-21,M008,Direct,1726,155,39,388,85.0
2026-02-21,M008,Email,2581,336,124,864,89.8
2026-02-21,M008,Affiliate,4298,731,197,89,81.8
2026-02-21,M009,Paid Search,5500,1045,418,4581,82.7
2026-02-21,M009,Organic Search,3158,663,126,238,98.0
2026-02-21,M009,Direct,627,56,19,738,85.2
2026-02-21,M009,Email,549,121,47,621,98.9
2026-02-21,M009,Affiliate,3263,522,219,141,98.4
2026-02-21,M010,Paid Search,3639,364,66,5156,95.5
2026-02-21,M010,Organic Search,5565,890,249,885,84.5
2026-02-21,M010,Direct,2575,541,184,306,95.5
2026-02-21,M010,Email,980,176,40,232,91.8
2026-02-21,M010,Affiliate,3158,474,137,864,91.2
2026-02-21,M011,Paid Search,3824,574,138,6550,96.6
2026-02-21,M011,Organic Search,1030,93,32,34,82.7
2026-02-21,M011,Direct,4549,409,90,591,83.6
2026-02-21,M011,Email,7037,915,192,120,97.8
2026-02-21,M011,Affiliate,1933,174,70,792,91.6
2026-02-21,M012,Paid Search,1614,291,116,2697,78.3
2026-02-21,M012,Organic Search,6924,1246,237,887,80.2
2026-02-21,M012,Direct,737,74,19,788,84.9
2026-02-21,M012,Email,6067,910,364,76,94.9
2026-02-21,M012,Affiliate,3729,634,228,63,78.5
2026-02-21,M013,Paid Search,1984,317,82,3164,96.2
2026-02-21,M013,Organic Search,1790,304,70,647,96.5
2026-02-21,M013,Direct,6240,874,358,227,81.9
2026-02-21,M013,Email,6327,759,250,615,88.2
2026-02-21,M013,Affiliate,2680,482,101,764,85.7
2026-02-21,M014,Paid Search,3346,335,60,5770,82.7
2026-02-21,M014,Organic Search,5335,480,173,252,79.9
2026-02-21,M014,Direct,4770,620,242,479,83.8
2026-02-21,M014,Email,6610,992,327,329,93.4
2026-02-21,M014,Affiliate,3495,384,119,870,97.7
2026-02-21,M015,Paid Search,6578,855,299,4203,84.6
2026-02-21,M015,Organic Search,4972,547,159,871,78.4
2026-02-21,M015,Direct,2366,284,57,509,81.5
2026-02-21,M015,Email,5727,859,206,8,91.1
2026-02-21,M015,Affiliate,3026,635,133,706,81.0
2026-02-21,M016,Paid Search,1766,336,91,7298,87.7
2026-02-21,M016,Organic Search,3676,662,271,179,90.5
2026-02-21,M016,Direct,5817,1105,210,345,82.1
2026-02-21,M016,Email,816,73,15,629,83.0
2026-02-21,M016,Affiliate,5129,462,97,312,94.3
2026-02-21,M017,Paid Search,5568,835,200,3003,93.8
2026-02-21,M017,Organic Search,2369,190,44,424,80.1
2026-02-21,M017,Direct,1596,176,35,706,90.4
2026-02-21,M017,Email,3855,694,167,672,92.1
2026-02-21,M017,Affiliate,1431,186,52,575,90.7
2026-02-21,M018,Paid Search,2438,439,167,7572,89.5
2026-02-21,M018,Organic Search,6270,627,232,151,79.2
2026-02-21,M018,Direct,913,146,39,80,87.6
2026-02-21,M018,Email,5850,936,300,411,79.6
2026-02-21,M018,Affiliate,2078,229,48,202,97.5
2026-02-21,M019,Paid Search,2620,472,127,4043,80.8
2026-02-21,M019,Organic Search,6717,1411,522,414,87.1
2026-02-21,M019,Direct,2709,379,72,622,89.2
2026-02-21,M019,Email,4371,743,215,55,79.2
2026-02-21,M019,Affiliate,2281,456,150,758,97.3
2026-02-21,M020,Paid Search,6420,1220,329,6889,84.2
2026-02-21,M020,Organic Search,3051,366,110,25,88.6
2026-02-21,M020,Direct,4154,623,118,95,95.8
2026-02-21,M020,Email,5278,1161,453,441,88.7
2026-02-21,M020,Affiliate,6824,1228,295,575,85.6
2026-02-22,M001,Paid Search,574,57,19,2398,88.8
2026-02-22,M001,Organic Search,5375,806,202,464,90.8
2026-02-22,M001,Direct,1477,222,84,305,82.8
2026-02-22,M001,Email,6910,898,269,830,96.1
2026-02-22,M001,Affiliate,5882,588,129,83,80.4
2026-02-22,M002,Paid Search,3674,551,215,3136,80.1
2026-02-22,M002,Organic Search,5263,526,205,867,87.7
2026-02-22,M002,Direct,930,186,39,755,90.6
2026-02-22,M002,Email,4743,854,256,469,86.1
2026-02-22,M002,Affiliate,3486,418,121,382,96.7
2026-02-22,M003,Paid Search,6701,670,208,1991,97.7
2026-02-22,M003,Organic Search,3221,548,159,807,92.2
2026-02-22,M003,Direct,4575,686,178,785,89.9
2026-02-22,M003,Email,5645,508,188,687,95.7
2026-02-22,M003,Affiliate,850,153,46,419,95.0
2026-02-22,M004,Paid Search,4535,499,150,2643,80.5
2026-02-22,M004,Organic Search,4324,908,209,407,89.8
2026-02-22,M004,Direct,4407,617,216,140,91.8
2026-02-22,M004,Email,2111,464,93,337,95.9
2026-02-22,M004,Affiliate,921,138,37,837,91.1
2026-02-22,M005,Paid Search,1314,223,69,5978,88.2
2026-02-22,M005,Organic Search,752,135,31,641,95.0
2026-02-22,M005,Direct,6157,493,118,532,89.9
2026-02-22,M005,Email,1594,335,127,504,93.7
2026-02-22,M005,Affiliate,1839,276,97,640,88.1
2026-02-22,M006,Paid Search,6751,1080,432,5643,85.2
2026-02-22,M006,Organic Search,5456,928,306,238,79.5
2026-02-22,M006,Direct,4938,1086,380,372,82.2
2026-02-22,M006,Email,3983,398,115,739,87.9
2026-02-22,M006,Affiliate,3979,875,263,308,84.9
2026-02-22,M007,Paid Search,4056,608,176,6018,80.3
2026-02-22,M007,Organic Search,954,191,78,551,80.6
2026-02-22,M007,Direct,3798,798,192,610,91.0
2026-02-22,M007,Email,2902,580,215,361,98.3
2026-02-22,M007,Affiliate,6016,1083,347,667,86.9
2026-02-22,M008,Paid Search,6182,1051,210,4928,89.5
2026-02-22,M008,Organic Search,3445,517,93,812,91.0
2026-02-22,M008,Direct,829,166,56,549,91.2
2026-02-22,M008,Email,775,62,26,73,87.2
2026-02-22,M008,Affiliate,3779,491,157,438,85.1
2026-02-22,M009,Paid Search,1569,235,68,1852,79.6
2026-02-22,M009,Organic Search,2230,178,71,718,85.2
2026-02-22,M009,Direct,4224,422,131,663,98.9
2026-02-22,M009,Email,649,84,28,121,84.9
2026-02-22,M009,Affiliate,1875,319,118,444,91.4
2026-02-22,M010,Paid Search,3657,439,145,6477,87.9
2026-02-22,M010,Organic Search,6654,1131,396,208,88.0
2026-02-22,M010,Direct,3455,484,184,335,88.6
2026-02-22,M010,Email,3300,297,77,871,92.1
2026-02-22,M010,Affiliate,2416,507,91,272,91.1
2026-02-22,M011,Paid Search,4450,579,179,894,93.2
2026-02-22,M011,Organic Search,506,71,21,92,86.4
2026-02-22,M011,Direct,4388,702,218,181,88.6
2026-02-22,M011,Email,2118,381,130,420,79.6
2026-02-22,M011,Affiliate,3842,615,191,633,87.3
2026-02-22,M012,Paid Search,4487,808,234,5264,79.4
2026-02-22,M012,Organic Search,2126,340,112,205,92.4
2026-02-22,M012,Direct,3388,508,168,888,81.1
2026-02-22,M012,Email,1465,132,33,377,79.2
2026-02-22,M012,Affiliate,3411,273,106,477,84.0
2026-02-22,M013,Paid Search,966,213,55,6007,92.7
2026-02-22,M013,Organic Search,3464,520,140,300,86.4
2026-02-22,M013,Direct,2148,322,129,71,83.6
2026-02-22,M013,Email,6368,573,218,714,97.4
2026-02-22,M013,Affiliate,2186,262,107,540,80.0
2026-02-22,M014,Paid Search,3113,529,217,5985,90.4
2026-02-22,M014,Organic Search,1070,107,33,63,91.6
2026-02-22,M014,Direct,1076,226,50,367,88.4
2026-02-22,M014,Email,6177,803,225,558,98.8
2026-02-22,M014,Affiliate,706,71,21,201,92.3
2026-02-22,M015,Paid Search,825,83,32,3037,80.4
2026-02-22,M015,Organic Search,6449,580,232,797,87.0
2026-02-22,M015,Direct,1180,118,24,224,86.3
2026-02-22,M015,Email,2255,226,66,760,87.0
2026-02-22,M015,Affiliate,654,144,40,326,80.9
2026-02-22,M016,Paid Search,6800,816,245,5107,90.9
2026-02-22,M016,Organic Search,1447,304,106,66,94.7
2026-02-22,M016,Direct,3639,509,163,859,84.5
2026-02-22,M016,Email,4773,764,267,393,97.3
2026-02-22,M016,Affiliate,1524,213,87,422,80.4
2026-02-22,M017,Paid Search,3721,558,167,5455,98.8
2026-02-22,M017,Organic Search,4187,754,309,520,93.8
2026-02-22,M017,Direct,3918,353,145,811,98.9
2026-02-22,M017,Email,749,135,45,719,83.1
2026-02-22,M017,Affiliate,2625,525,126,203,80.0
2026-02-22,M018,Paid Search,4470,715,236,5410,78.9
2026-02-22,M018,Organic Search,663,146,42,403,98.9
2026-02-22,M018,Direct,1671,184,74,3,84.3
2026-02-22,M018,Email,4741,522,157,134,81.2
2026-02-22,M018,Affiliate,3609,361,65,678,84.7
2026-02-22,M019,Paid Search,2270,227,66,7522,86.9
2026-02-22,M019,Organic Search,2211,420,172,590,93.3
2026-02-22,M019,Direct,3094,588,135,455,96.9
2026-02-22,M019,Email,6305,1324,265,486,88.2
2026-02-22,M019,Affiliate,981,167,42,603,93.9
2026-02-22,M020,Paid Search,2304,300,117,1834,87.7
2026-02-22,M020,Organic Search,3687,737,140,446,88.4
2026-02-22,M020,Direct,4286,514,175,263,78.1
2026-02-22,M020,Email,3901,819,197,828,84.3
2026-02-22,M020,Affiliate,5594,783,172,745,92.9
2026-02-23,M001,Paid Search,1684,168,50,5910,84.6
2026-02-23,M001,Organic Search,6503,650,169,518,97.1
2026-02-23,M001,Direct,752,113,21,284,86.9
2026-02-23,M001,Email,2231,245,47,216,87.8
2026-02-23,M001,Affiliate,2267,340,65,875,80.1
2026-02-23,M002,Paid Search,5137,719,194,1915,88.1
2026-02-23,M002,Organic Search,2522,277,58,689,83.0
2026-02-23,M002,Direct,2902,464,84,177,88.2
2026-02-23,M002,Email,626,113,37,751,80.5
2026-02-23,M002,Affiliate,2381,500,125,247,86.1
2026-02-23,M003,Paid Search,2173,413,103,3582,95.7
2026-02-23,M003,Organic Search,6931,554,199,549,89.6
2026-02-23,M003,Direct,5994,959,211,444,79.9
2026-02-23,M003,Email,1934,309,96,872,84.1
2026-02-23,M003,Affiliate,531,64,15,815,91.3
2026-02-23,M004,Paid Search,4947,989,227,1396,82.0
2026-02-23,M004,Organic Search,556,100,32,808,98.1
2026-02-23,M004,Direct,5785,521,130,333,82.7
2026-02-23,M004,Email,5931,534,166,840,85.4
2026-02-23,M004,Affiliate,3575,572,143,228,82.3
2026-02-23,M005,Paid Search,2523,278,75,4100,96.5
2026-02-23,M005,Organic Search,4614,831,316,859,81.5
2026-02-23,M005,Direct,5594,839,268,43,95.9
2026-02-23,M005,Email,545,114,22,594,93.9
2026-02-23,M005,Affiliate,6066,1031,392,308,78.6
2026-02-23,M006,Paid Search,5761,1210,424,7729,92.8
2026-02-23,M006,Organic Search,2934,411,123,472,93.5
2026-02-23,M006,Direct,2274,205,55,308,93.8
2026-02-23,M006,Email,4539,999,370,388,97.1
2026-02-23,M006,Affiliate,2699,270,81,694,92.5
2026-02-23,M007,Paid Search,656,85,21,1256,86.7
2026-02-23,M007,Organic Search,2202,330,63,97,94.0
2026-02-23,M007,Direct,1301,143,40,378,87.0
2026-02-23,M007,Email,852,85,19,77,81.9
2026-02-23,M007,Affiliate,6966,975,302,137,81.7
2026-02-23,M008,Paid Search,1817,309,93,7403,96.0
2026-02-23,M008,Organic Search,1941,291,76,548,98.1
2026-02-23,M008,Direct,7072,707,191,589,83.8
2026-02-23,M008,Email,2120,424,174,322,84.2
2026-02-23,M008,Affiliate,2771,222,89,235,98.6
2026-02-23,M009,Paid Search,3601,540,211,3105,98.2
2026-02-23,M009,Organic Search,6483,648,233,196,87.0
2026-02-23,M009,Direct,6767,1083,433,325,85.4
2026-02-23,M009,Email,1390,153,37,439,93.8
2026-02-23,M009,Affiliate,5567,1113,423,126,79.2
2026-02-23,M010,Paid Search,6119,734,228,2318,87.5
2026-02-23,M010,Organic Search,3695,739,140,181,83.0
2026-02-23,M010,Direct,5111,869,182,896,95.9
2026-02-23,M010,Email,6196,1301,390,148,90.0
2026-02-23,M010,Affiliate,3723,558,106,769,85.0
2026-02-23,M011,Paid Search,6282,628,195,6110,89.1
2026-02-23,M011,Organic Search,4282,771,170,25,85.6
2026-02-23,M011,Direct,6978,698,251,206,97.1
2026-02-23,M011,Email,4973,497,114,761,87.3
2026-02-23,M011,Affiliate,1673,167,50,757,81.6
2026-02-23,M012,Paid Search,3215,643,148,6713,92.9
2026-02-23,M012,Organic Search,5689,455,141,616,84.8
2026-02-23,M012,Direct,4898,441,176,18,96.9
2026-02-23,M012,Email,4581,550,127,567,93.8
2026-02-23,M012,Affiliate,6822,955,334,535,81.0
2026-02-23,M013,Paid Search,2777,305,76,1009,97.3
2026-02-23,M013,Organic Search,6123,1347,256,477,79.8
2026-02-23,M013,Direct,7121,1424,342,511,92.1
2026-02-23,M013,Email,2581,516,98,377,94.9
2026-02-23,M013,Affiliate,6344,888,258,804,97.9
2026-02-23,M014,Paid Search,6567,1182,248,2013,90.2
2026-02-23,M014,Organic Search,3202,448,125,334,79.9
2026-02-23,M014,Direct,6304,1009,333,302,95.7
2026-02-23,M014,Email,2479,496,134,461,93.9
2026-02-23,M014,Affiliate,5630,676,189,386,79.2
2026-02-23,M015,Paid Search,4499,765,298,2494,87.8
2026-02-23,M015,Organic Search,5566,557,106,443,82.3
2026-02-23,M015,Direct,1169,257,67,393,97.5
2026-02-23,M015,Email,5351,749,255,706,96.4
2026-02-23,M015,Affiliate,7170,1362,545,502,97.9
2026-02-23,M016,Paid Search,895,81,30,3900,98.5
2026-02-23,M016,Organic Search,6434,965,367,688,88.2
2026-02-23,M016,Direct,4952,941,301,780,86.3
2026-02-23,M016,Email,5199,1144,297,125,79.3
2026-02-23,M016,Affiliate,2219,222,75,303,87.1
2026-02-23,M017,Paid Search,4037,404,89,6666,81.9
2026-02-23,M017,Organic Search,2379,285,66,249,84.2
2026-02-23,M017,Direct,6177,988,306,755,86.9
2026-02-23,M017,Email,1774,337,64,120,81.6
2026-02-23,M017,Affiliate,1032,144,43,535,83.8
2026-02-23,M018,Paid Search,4629,417,125,7801,85.6
2026-02-23,M018,Organic Search,7003,1401,462,3,85.6
2026-02-23,M018,Direct,7110,1422,398,665,98.5
2026-02-23,M018,Email,4621,601,150,293,83.9
2026-02-23,M018,Affiliate,3091,618,241,714,90.6
2026-02-23,M019,Paid Search,3449,448,175,7670,93.6
2026-02-23,M019,Organic Search,3514,597,179,740,84.6
2026-02-23,M019,Direct,4976,846,279,530,91.5
2026-02-23,M019,Email,6829,1093,328,646,90.1
2026-02-23,M019,Affiliate,1217,219,74,510,86.0
2026-02-23,M020,Paid Search,7129,998,200,6857,90.1
2026-02-23,M020,Organic Search,1360,231,51,51,83.3
2026-02-23,M020,Direct,5648,1130,294,293,85.6
2026-02-23,M020,Email,4522,678,156,869,94.0
2026-02-23,M020,Affiliate,7188,1509,423,167,88.5
2026-02-24,M001,Paid Search,4580,687,282,1476,84.2
2026-02-24,M001,Organic Search,6500,1105,431,809,88.6
2026-02-24,M001,Direct,477,95,24,231,78.8
2026-02-24,M001,Email,2532,329,66,886,85.4
2026-02-24,M001,Affiliate,4479,448,148,326,97.1
2026-02-24,M002,Paid Search,4952,1040,270,4312,96.0
2026-02-24,M002,Organic Search,6443,838,226,138,88.8
2026-02-24,M002,Direct,1714,274,104,380,95.0
2026-02-24,M002,Email,878,79,21,116,88.5
2026-02-24,M002,Affiliate,4885,586,135,157,83.0
2026-02-24,M003,Paid Search,6222,1307,523,2653,98.8
2026-02-24,M003,Organic Search,6211,1118,380,796,92.6
2026-02-24,M003,Direct,2304,369,140,361,94.9
2026-02-24,M003,Email,5531,830,208,759,82.9
2026-02-24,M003,Affiliate,900,108,41,670,95.5
2026-02-24,M004,Paid Search,4689,844,338,4513,96.3
2026-02-24,M004,Organic Search,6528,1175,458,702,78.7
2026-02-24,M004,Direct,4892,881,255,42,90.4
2026-02-24,M004,Email,3592,754,294,858,88.9
2026-02-24,M004,Affiliate,1208,230,78,455,78.8
2026-02-24,M005,Paid Search,5631,845,304,3552,92.0
2026-02-24,M005,Organic Search,2772,499,140,702,78.8
2026-02-24,M005,Direct,4763,762,251,288,78.9
2026-02-24,M005,Email,699,147,49,512,83.5
2026-02-24,M005,Affiliate,6006,1141,388,754,92.7
2026-02-24,M006,Paid Search,1829,366,66,2508,88.6
2026-02-24,M006,Organic Search,4002,600,144,440,88.6
2026-02-24,M006,Direct,4956,743,186,244,86.1
2026-02-24,M006,Email,1375,124,24,608,88.0
2026-02-24,M006,Affiliate,6775,610,122,871,78.2
2026-02-24,M007,Paid Search,3308,695,209,3510,92.2
2026-02-24,M007,Organic Search,6619,1324,424,192,93.3
2026-02-24,M007,Direct,606,55,14,834,86.2
2026-02-24,M007,Email,3243,422,110,661,94.0
2026-02-24,M007,Affiliate,7129,855,171,808,87.3
2026-02-24,M008,Paid Search,4006,681,245,2329,92.4
2026-02-24,M008,Organic Search,4538,363,145,578,79.0
2026-02-24,M008,Direct,812,146,45,326,82.4
2026-02-24,M008,Email,1849,388,74,242,84.7
2026-02-24,M008,Affiliate,645,110,20,61,81.7
2026-02-24,M009,Paid Search,3229,517,150,4988,93.3
2026-02-24,M009,Organic Search,3620,290,96,177,78.9
2026-02-24,M009,Direct,3826,765,260,318,89.6
2026-02-24,M009,Email,2243,471,118,259,98.8
2026-02-24,M009,Affiliate,5952,714,293,362,82.3
2026-02-24,M010,Paid Search,3140,471,170,6500,88.0
2026-02-24,M010,Organic Search,3559,534,96,329,87.4
2026-02-24,M010,Direct,5313,1063,351,233,88.9
2026-02-24,M010,Email,3225,452,131,76,83.6
2026-02-24,M010,Affiliate,1698,323,71,176,83.2
2026-02-24,M011,Paid Search,6462,711,249,6763,97.0
2026-02-24,M011,Organic Search,7080,1062,404,483,87.5
2026-02-24,M011,Direct,4838,677,142,289,88.6
2026-02-24,M011,Email,2683,510,199,18,81.4
2026-02-24,M011,Affiliate,1197,239,69,584,85.8
2026-02-24,M012,Paid Search,497,89,19,740,84.8
2026-02-24,M012,Organic Search,2528,480,115,165,82.9
2026-02-24,M012,Direct,6386,1341,429,729,81.4
2026-02-24,M012,Email,5422,976,293,849,91.4
2026-02-24,M012,Affiliate,888,124,36,545,80.6
2026-02-24,M013,Paid Search,4647,929,362,3211,89.2
2026-02-24,M013,Organic Search,4817,434,152,535,82.2
2026-02-24,M013,Direct,3018,362,94,469,82.7
2026-02-24,M013,Email,3899,546,158,293,83.2
2026-02-24,M013,Affiliate,1589,175,33,482,96.3
2026-02-24,M014,Paid Search,4289,558,212,7215,87.0
2026-02-24,M014,Organic Search,7044,845,304,356,83.3
2026-02-24,M014,Direct,5666,1133,363,87,89.7
2026-02-24,M014,Email,5958,1251,225,126,93.9
2026-02-24,M014,Affiliate,5014,953,343,856,88.1
2026-02-24,M015,Paid Search,5099,408,126,8044,78.9
2026-02-24,M015,Organic Search,1763,264,66,560,84.7
2026-02-24,M015,Direct,2607,443,106,26,84.8
2026-02-24,M015,Email,3602,468,84,674,95.6
2026-02-24,M015,Affiliate,4465,536,161,315,97.3
2026-02-24,M016,Paid Search,4687,844,203,1218,83.2
